item	layer	value
GC_00004653	S259100333	0
GC_00004653	S259100335	0
GC_00004653	S259100337	0
GC_00004653	S259100341	1
GC_00004653	S25910037	0
GC_00004653	S25910039	0
GC_00004653	S33314612	0
GC_00004653	S749695	0
GC_00004653	SFerroplasmacircular	0
GC_00004653	SMAG00006	0
GC_00004654	S12936484	0
GC_00004654	S259100318	0
GC_00004654	S259100328	0
GC_00004654	S259100333	0
GC_00004654	S259100335	0
GC_00004654	S259100337	0
GC_00004654	S259100341	0
GC_00004654	S25910037	0
GC_00004654	S25910039	0
GC_00004654	S33314612	0
GC_00004654	S749695	0
GC_00004654	SFerroplasmacircular	1
GC_00004654	SMAG00006	0
GC_00004655	S12936484	0
GC_00004655	S259100318	0
GC_00004655	S259100328	0
GC_00004655	S259100333	0
GC_00004655	S259100335	0
GC_00004655	S259100337	1
GC_00004655	S259100341	0
GC_00004655	S25910037	0
GC_00004655	S25910039	0
GC_00004655	S33314612	0
GC_00004655	S749695	0
GC_00004655	SFerroplasmacircular	0
GC_00004655	SMAG00006	0
GC_00004656	S12936484	0
GC_00004656	S259100318	0
GC_00004656	S259100328	0
GC_00004656	S259100333	0
GC_00004656	S259100335	0
GC_00004656	S259100337	0
GC_00004656	S259100341	0
GC_00004656	S25910037	1
GC_00004656	S25910039	0
GC_00004656	S33314612	0
GC_00004656	S749695	0
GC_00004656	SFerroplasmacircular	0
GC_00004656	SMAG00006	0
GC_00004657	S12936484	0
GC_00004657	S259100318	0
GC_00004657	S259100328	0
GC_00004657	S259100333	0
GC_00004657	S259100335	0
GC_00004657	S259100337	0
GC_00004657	S259100341	0
GC_00004657	S25910037	1
GC_00004657	S25910039	0
GC_00004657	S33314612	0
GC_00004657	S749695	0
GC_00004657	SFerroplasmacircular	0
GC_00004657	SMAG00006	0
GC_00004658	S12936484	0
GC_00004658	S259100318	0
GC_00004658	S259100328	0
GC_00004658	S259100333	0
GC_00004658	S259100335	0
GC_00004658	S259100337	0
GC_00004658	S259100341	0
GC_00004658	S25910037	0
GC_00004658	S25910039	0
GC_00004658	S33314612	0
GC_00004658	S749695	0
GC_00004658	SFerroplasmacircular	1
GC_00004658	SMAG00006	0
GC_00004659	S12936484	0
GC_00004659	S259100318	0
GC_00004659	S259100328	0
GC_00004659	S259100333	0
GC_00004659	S259100335	0
GC_00004659	S259100337	0
GC_00004659	S259100341	0
GC_00004659	S25910037	0
GC_00004659	S25910039	0
GC_00004659	S33314612	0
GC_00004659	S749695	0
GC_00004659	SFerroplasmacircular	1
GC_00004659	SMAG00006	0
GC_00004660	S12936484	0
GC_00004660	S259100318	0
GC_00004660	S259100328	0
GC_00004660	S259100333	0
GC_00004660	S259100335	0
GC_00004660	S259100337	0
GC_00004660	S259100341	1
GC_00004660	S25910037	0
GC_00004660	S25910039	0
GC_00004660	S33314612	0
GC_00004660	S749695	0
GC_00004660	SFerroplasmacircular	0
GC_00004660	SMAG00006	0
GC_00004661	S12936484	0
GC_00004661	S259100318	0
GC_00004661	S259100328	0
GC_00004661	S259100333	0
GC_00004661	S259100335	0
GC_00004661	S259100337	0
GC_00004661	S259100341	0
GC_00004661	S25910037	0
GC_00004661	S25910039	0
GC_00004661	S33314612	0
GC_00004661	S749695	0
GC_00004661	SFerroplasmacircular	0
GC_00004661	SMAG00006	1
GC_00004662	S12936484	0
GC_00004662	S259100318	0
GC_00004662	S259100328	0
GC_00004662	S259100333	0
GC_00004662	S259100335	0
GC_00004662	S259100337	0
GC_00004662	S259100341	0
GC_00004662	S25910037	1
GC_00004662	S25910039	0
GC_00004662	S33314612	0
GC_00004662	S749695	0
GC_00004662	SFerroplasmacircular	0
GC_00004662	SMAG00006	0
GC_00004663	S12936484	0
GC_00004663	S259100318	0
GC_00004663	S259100328	0
GC_00004663	S259100333	0
GC_00004663	S259100335	1
GC_00004663	S259100337	0
GC_00004663	S259100341	0
GC_00004663	S25910037	0
GC_00004663	S25910039	0
GC_00004663	S33314612	0
GC_00004663	S749695	0
GC_00004663	SFerroplasmacircular	0
GC_00004663	SMAG00006	0
GC_00004664	S12936484	0
GC_00004664	S259100318	0
GC_00004664	S259100328	0
GC_00004664	S259100333	0
GC_00004664	S259100335	0
GC_00004664	S259100337	0
GC_00004664	S259100341	0
GC_00004664	S25910037	0
GC_00004664	S25910039	0
GC_00004664	S33314612	0
GC_00004664	S749695	0
GC_00004664	SFerroplasmacircular	1
GC_00004664	SMAG00006	0
GC_00004665	S12936484	0
GC_00004665	S259100318	0
GC_00004665	S259100328	0
GC_00004665	S259100333	0
GC_00004665	S259100335	0
GC_00004665	S259100337	0
GC_00004665	S259100341	0
GC_00004665	S25910037	1
GC_00004665	S25910039	0
GC_00004665	S33314612	0
GC_00004665	S749695	0
GC_00004665	SFerroplasmacircular	0
GC_00004665	SMAG00006	0
GC_00004666	S12936484	0
GC_00004666	S259100318	0
GC_00004666	S259100328	0
GC_00004666	S259100333	0
GC_00004666	S259100335	0
GC_00004666	S259100337	0
GC_00004666	S259100341	0
GC_00004666	S25910037	0
GC_00004666	S25910039	0
GC_00004666	S33314612	0
GC_00004666	S749695	0
GC_00004666	SFerroplasmacircular	0
GC_00004666	SMAG00006	1
GC_00004667	S12936484	0
GC_00004667	S259100318	0
GC_00004667	S259100328	1
GC_00004667	S259100333	0
GC_00004667	S259100335	0
GC_00004667	S259100337	0
GC_00004667	S259100341	0
GC_00004667	S25910037	0
GC_00004667	S25910039	0
GC_00004667	S33314612	0
GC_00004667	S749695	0
GC_00004667	SFerroplasmacircular	0
GC_00004667	SMAG00006	0
GC_00004668	S12936484	0
GC_00004668	S259100318	0
GC_00004668	S259100328	0
GC_00004668	S259100333	0
GC_00004668	S259100335	0
GC_00004668	S259100337	0
GC_00004668	S259100341	0
GC_00004668	S25910037	1
GC_00004668	S25910039	0
GC_00004668	S33314612	0
GC_00004668	S749695	0
GC_00004668	SFerroplasmacircular	0
GC_00004668	SMAG00006	0
GC_00004669	S12936484	0
GC_00004669	S259100318	0
GC_00004669	S259100328	0
GC_00004669	S259100333	0
GC_00004669	S259100335	0
GC_00004669	S259100337	0
GC_00004669	S259100341	0
GC_00004669	S25910037	0
GC_00004669	S25910039	0
GC_00004669	S33314612	0
GC_00004669	S749695	0
GC_00004669	SFerroplasmacircular	0
GC_00004669	SMAG00006	1
GC_00004670	S12936484	0
GC_00004670	S259100318	0
GC_00004670	S259100328	0
GC_00004670	S259100333	1
GC_00004670	S259100335	0
GC_00004670	S259100337	0
GC_00004670	S259100341	0
GC_00004670	S25910037	0
GC_00004670	S25910039	0
GC_00004670	S33314612	0
GC_00004670	S749695	0
GC_00004670	SFerroplasmacircular	0
GC_00004670	SMAG00006	0
GC_00004671	S12936484	0
GC_00004671	S259100318	0
GC_00004671	S259100328	0
GC_00004671	S259100333	0
GC_00004671	S259100335	0
GC_00004671	S259100337	0
GC_00004671	S259100341	0
GC_00004671	S25910037	1
GC_00004671	S25910039	0
GC_00004671	S33314612	0
GC_00004671	S749695	0
GC_00004671	SFerroplasmacircular	0
GC_00004671	SMAG00006	0
GC_00004672	S12936484	0
GC_00004672	S259100318	0
GC_00004672	S259100328	0
GC_00004672	S259100333	0
GC_00004672	S259100335	0
GC_00004672	S259100337	0
GC_00004672	S259100341	0
GC_00004672	S25910037	0
GC_00004672	S25910039	0
GC_00004672	S33314612	0
GC_00004672	S749695	0
GC_00004672	SFerroplasmacircular	0
GC_00004672	SMAG00006	1
GC_00004673	S12936484	0
GC_00004673	S259100318	0
GC_00004673	S259100328	0
GC_00004673	S259100333	1
GC_00004673	S259100335	0
GC_00004673	S259100337	0
GC_00004673	S259100341	0
GC_00004673	S25910037	0
GC_00004673	S25910039	0
GC_00004673	S33314612	0
GC_00004673	S749695	0
GC_00004673	SFerroplasmacircular	0
GC_00004673	SMAG00006	0
GC_00004674	S12936484	0
GC_00004674	S259100318	0
GC_00004674	S259100328	1
GC_00004674	S259100333	0
GC_00004674	S259100335	0
GC_00004674	S259100337	0
GC_00004674	S259100341	0
GC_00004674	S25910037	0
GC_00004674	S25910039	0
GC_00004674	S33314612	0
GC_00004674	S749695	0
GC_00004674	SFerroplasmacircular	0
GC_00004674	SMAG00006	0
GC_00004675	S12936484	0
GC_00004675	S259100318	0
GC_00004675	S259100328	0
GC_00004675	S259100333	0
GC_00004675	S259100335	0
GC_00004675	S259100337	0
GC_00004675	S259100341	1
GC_00004675	S25910037	0
GC_00004675	S25910039	0
GC_00004675	S33314612	0
GC_00004675	S749695	0
GC_00004675	SFerroplasmacircular	0
GC_00004675	SMAG00006	0
GC_00004676	S12936484	1
GC_00004676	S259100318	0
GC_00004676	S259100328	0
GC_00004676	S259100333	0
GC_00004676	S259100335	0
GC_00004676	S259100337	0
GC_00004676	S259100341	0
GC_00004676	S25910037	0
GC_00004676	S25910039	0
GC_00004676	S33314612	0
GC_00004676	S749695	0
GC_00004676	SFerroplasmacircular	0
GC_00004676	SMAG00006	0
GC_00004677	S12936484	0
GC_00004677	S259100318	0
GC_00004677	S259100328	0
GC_00004677	S259100333	0
GC_00004677	S259100335	0
GC_00004677	S259100337	0
GC_00004677	S259100341	0
GC_00004677	S25910037	0
GC_00004677	S25910039	0
GC_00004677	S33314612	0
GC_00004677	S749695	0
GC_00004677	SFerroplasmacircular	1
GC_00004677	SMAG00006	0
GC_00004678	S12936484	0
GC_00004678	S259100318	0
GC_00004678	S259100328	0
GC_00004678	S259100333	0
GC_00004678	S259100335	0
GC_00004678	S259100337	0
GC_00004678	S259100341	0
GC_00004678	S25910037	0
GC_00004678	S25910039	0
GC_00004678	S33314612	0
GC_00004678	S749695	0
GC_00004678	SFerroplasmacircular	0
GC_00004678	SMAG00006	1
GC_00004679	S12936484	0
GC_00004679	S259100318	0
GC_00004679	S259100328	1
GC_00004679	S259100333	0
GC_00004679	S259100335	0
GC_00004679	S259100337	0
GC_00004679	S259100341	0
GC_00004679	S25910037	0
GC_00004679	S25910039	0
GC_00004679	S33314612	0
GC_00004679	S749695	0
GC_00004679	SFerroplasmacircular	0
GC_00004679	SMAG00006	0
GC_00004680	S12936484	0
GC_00004680	S259100318	0
GC_00004680	S259100328	0
GC_00004680	S259100333	0
GC_00004680	S259100335	0
GC_00004680	S259100337	0
GC_00004680	S259100341	1
GC_00004680	S25910037	0
GC_00004680	S25910039	0
GC_00004680	S33314612	0
GC_00004680	S749695	0
GC_00004680	SFerroplasmacircular	0
GC_00004680	SMAG00006	0
GC_00004681	S12936484	0
GC_00004681	S259100318	0
GC_00004681	S259100328	1
GC_00004681	S259100333	0
GC_00004681	S259100335	0
GC_00004681	S259100337	0
GC_00004681	S259100341	0
GC_00004681	S25910037	0
GC_00004681	S25910039	0
GC_00004681	S33314612	0
GC_00004681	S749695	0
GC_00004681	SFerroplasmacircular	0
GC_00004681	SMAG00006	0
GC_00004682	S12936484	0
GC_00004682	S259100318	0
GC_00004682	S259100328	0
GC_00004682	S259100333	0
GC_00004682	S259100335	0
GC_00004682	S259100337	0
GC_00004682	S259100341	0
GC_00004682	S25910037	0
GC_00004682	S25910039	0
GC_00004682	S33314612	0
GC_00004682	S749695	0
GC_00004682	SFerroplasmacircular	0
GC_00004682	SMAG00006	1
GC_00004683	S12936484	0
GC_00004683	S259100318	1
GC_00004683	S259100328	0
GC_00004683	S259100333	0
GC_00004683	S259100335	0
GC_00004683	S259100337	0
GC_00004683	S259100341	0
GC_00004683	S25910037	0
GC_00004683	S25910039	0
GC_00004683	S33314612	0
GC_00004683	S749695	0
GC_00004683	SFerroplasmacircular	0
GC_00004683	SMAG00006	0
GC_00004684	S12936484	0
GC_00004684	S259100318	0
GC_00004684	S259100328	0
GC_00004684	S259100333	0
GC_00004684	S259100335	0
GC_00004684	S259100337	0
GC_00004684	S259100341	1
GC_00004684	S25910037	0
GC_00004684	S25910039	0
GC_00004684	S33314612	0
GC_00004684	S749695	0
GC_00004684	SFerroplasmacircular	0
GC_00004684	SMAG00006	0
GC_00004685	S12936484	0
GC_00004685	S259100318	0
GC_00004685	S259100328	0
GC_00004685	S259100333	0
GC_00004685	S259100335	0
GC_00004685	S259100337	0
GC_00004685	S259100341	0
GC_00004685	S25910037	0
GC_00004685	S25910039	0
GC_00004685	S33314612	0
GC_00004685	S749695	0
GC_00004685	SFerroplasmacircular	1
GC_00004685	SMAG00006	0
GC_00004686	S12936484	0
GC_00004686	S259100318	1
GC_00004686	S259100328	0
GC_00004686	S259100333	0
GC_00004686	S259100335	0
GC_00004686	S259100337	0
GC_00004686	S259100341	0
GC_00004686	S25910037	0
GC_00004686	S25910039	0
GC_00004686	S33314612	0
GC_00004686	S749695	0
GC_00004686	SFerroplasmacircular	0
GC_00004686	SMAG00006	0
GC_00004687	S12936484	1
GC_00004687	S259100318	0
GC_00004687	S259100328	0
GC_00004687	S259100333	0
GC_00004687	S259100335	0
GC_00004687	S259100337	0
GC_00004687	S259100341	0
GC_00004687	S25910037	0
GC_00004687	S25910039	0
GC_00004687	S33314612	0
GC_00004687	S749695	0
GC_00004687	SFerroplasmacircular	0
GC_00004687	SMAG00006	0
GC_00004688	S12936484	0
GC_00004688	S259100318	0
GC_00004688	S259100328	0
GC_00004688	S259100333	0
GC_00004688	S259100335	0
GC_00004688	S259100337	0
GC_00004688	S259100341	0
GC_00004688	S25910037	0
GC_00004688	S25910039	0
GC_00004688	S33314612	1
GC_00004688	S749695	0
GC_00004688	SFerroplasmacircular	0
GC_00004688	SMAG00006	0
GC_00004689	S12936484	0
GC_00004689	S259100318	0
GC_00004689	S259100328	1
GC_00004689	S259100333	0
GC_00004689	S259100335	0
GC_00004689	S259100337	0
GC_00004689	S259100341	0
GC_00004689	S25910037	0
GC_00004689	S25910039	0
GC_00004689	S33314612	0
GC_00004689	S749695	0
GC_00004689	SFerroplasmacircular	0
GC_00004689	SMAG00006	0
GC_00004690	S12936484	0
GC_00004690	S259100318	0
GC_00004690	S259100328	0
GC_00004690	S259100333	0
GC_00004690	S259100335	0
GC_00004690	S259100337	0
GC_00004690	S259100341	0
GC_00004690	S25910037	0
GC_00004690	S25910039	0
GC_00004690	S33314612	0
GC_00004690	S749695	0
GC_00004690	SFerroplasmacircular	0
GC_00004690	SMAG00006	1
GC_00004691	S12936484	0
GC_00004691	S259100318	0
GC_00004691	S259100328	0
GC_00004691	S259100333	0
GC_00004691	S259100335	0
GC_00004691	S259100337	1
GC_00004691	S259100341	0
GC_00004691	S25910037	0
GC_00004691	S25910039	0
GC_00004691	S33314612	0
GC_00004691	S749695	0
GC_00004691	SFerroplasmacircular	0
GC_00004691	SMAG00006	0
GC_00004692	S12936484	0
GC_00004692	S259100318	0
GC_00004692	S259100328	0
GC_00004692	S259100333	0
GC_00004692	S259100335	0
GC_00004692	S259100337	0
GC_00004692	S259100341	0
GC_00004692	S25910037	1
GC_00004692	S25910039	0
GC_00004692	S33314612	0
GC_00004692	S749695	0
GC_00004692	SFerroplasmacircular	0
GC_00004692	SMAG00006	0
GC_00004693	S12936484	0
GC_00004693	S259100318	0
GC_00004693	S259100328	0
GC_00004693	S259100333	0
GC_00004693	S259100335	0
GC_00004693	S259100337	1
GC_00004693	S259100341	0
GC_00004693	S25910037	0
GC_00004693	S25910039	0
GC_00004693	S33314612	0
GC_00004693	S749695	0
GC_00004693	SFerroplasmacircular	0
GC_00004693	SMAG00006	0
GC_00004694	S12936484	0
GC_00004694	S259100318	0
GC_00004694	S259100328	1
GC_00004694	S259100333	0
GC_00004694	S259100335	0
GC_00004694	S259100337	0
GC_00004694	S259100341	0
GC_00004694	S25910037	0
GC_00004694	S25910039	0
GC_00004694	S33314612	0
GC_00004694	S749695	0
GC_00004694	SFerroplasmacircular	0
GC_00004694	SMAG00006	0
GC_00004695	S12936484	0
GC_00004695	S259100318	0
GC_00004695	S259100328	0
GC_00004695	S259100333	0
GC_00004695	S259100335	0
GC_00004695	S259100337	0
GC_00004695	S259100341	0
GC_00004695	S25910037	1
GC_00004695	S25910039	0
GC_00004695	S33314612	0
GC_00004695	S749695	0
GC_00004695	SFerroplasmacircular	0
GC_00004695	SMAG00006	0
GC_00004696	S12936484	1
GC_00004696	S259100318	0
GC_00004696	S259100328	0
GC_00004696	S259100333	0
GC_00004696	S259100335	0
GC_00004696	S259100337	0
GC_00004696	S259100341	0
GC_00004696	S25910037	0
GC_00004696	S25910039	0
GC_00004696	S33314612	0
GC_00004696	S749695	0
GC_00004696	SFerroplasmacircular	0
GC_00004696	SMAG00006	0
GC_00004697	S12936484	0
GC_00004697	S259100318	0
GC_00004697	S259100328	0
GC_00004697	S259100333	0
GC_00004697	S259100335	0
GC_00004697	S259100337	0
GC_00004697	S259100341	0
GC_00004697	S25910037	0
GC_00004697	S25910039	0
GC_00004697	S33314612	0
GC_00004697	S749695	0
GC_00004697	SFerroplasmacircular	1
GC_00004697	SMAG00006	0
GC_00004698	S12936484	0
GC_00004698	S259100318	0
GC_00004698	S259100328	1
GC_00004698	S259100333	0
GC_00004698	S259100335	0
GC_00004698	S259100337	0
GC_00004698	S259100341	0
GC_00004698	S25910037	0
GC_00004698	S25910039	0
GC_00004698	S33314612	0
GC_00004698	S749695	0
GC_00004698	SFerroplasmacircular	0
GC_00004698	SMAG00006	0
GC_00004699	S12936484	0
GC_00004699	S259100318	0
GC_00004699	S259100328	0
GC_00004699	S259100333	0
GC_00004699	S259100335	0
GC_00004699	S259100337	0
GC_00004699	S259100341	0
GC_00004699	S25910037	0
GC_00004699	S25910039	0
GC_00004699	S33314612	0
GC_00004699	S749695	0
GC_00004699	SFerroplasmacircular	0
GC_00004699	SMAG00006	1
GC_00004700	S12936484	0
GC_00004700	S259100318	0
GC_00004700	S259100328	0
GC_00004700	S259100333	0
GC_00004700	S259100335	0
GC_00004700	S259100337	1
GC_00004700	S259100341	0
GC_00004700	S25910037	0
GC_00004700	S25910039	0
GC_00004700	S33314612	0
GC_00004700	S749695	0
GC_00004700	SFerroplasmacircular	0
GC_00004700	SMAG00006	0
GC_00004701	S12936484	0
GC_00004701	S259100318	0
GC_00004701	S259100328	1
GC_00004701	S259100333	0
GC_00004701	S259100335	0
GC_00004701	S259100337	0
GC_00004701	S259100341	0
GC_00004701	S25910037	0
GC_00004701	S25910039	0
GC_00004701	S33314612	0
GC_00004701	S749695	0
GC_00004701	SFerroplasmacircular	0
GC_00004701	SMAG00006	0
GC_00004702	S12936484	0
GC_00004702	S259100318	0
GC_00004702	S259100328	0
GC_00004702	S259100333	0
GC_00004702	S259100335	0
GC_00004702	S259100337	0
GC_00004702	S259100341	0
GC_00004702	S25910037	0
GC_00004702	S25910039	0
GC_00004702	S33314612	1
GC_00004702	S749695	0
GC_00004702	SFerroplasmacircular	0
GC_00004702	SMAG00006	0
GC_00004703	S12936484	1
GC_00004703	S259100318	0
GC_00004703	S259100328	0
GC_00004703	S259100333	0
GC_00004703	S259100335	0
GC_00004703	S259100337	0
GC_00004703	S259100341	0
GC_00004703	S25910037	0
GC_00004703	S25910039	0
GC_00004703	S33314612	0
GC_00004703	S749695	0
GC_00004703	SFerroplasmacircular	0
GC_00004703	SMAG00006	0
GC_00004704	S12936484	1
GC_00004704	S259100318	0
GC_00004704	S259100328	0
GC_00004704	S259100333	0
GC_00004704	S259100335	0
GC_00004704	S259100337	0
GC_00004704	S259100341	0
GC_00004704	S25910037	0
GC_00004704	S25910039	0
GC_00004704	S33314612	0
GC_00004704	S749695	0
GC_00004704	SFerroplasmacircular	0
GC_00004704	SMAG00006	0
GC_00004705	S12936484	0
GC_00004705	S259100318	0
GC_00004705	S259100328	1
GC_00004705	S259100333	0
GC_00004705	S259100335	0
GC_00004705	S259100337	0
GC_00004705	S259100341	0
GC_00004705	S25910037	0
GC_00004705	S25910039	0
GC_00004705	S33314612	0
GC_00004705	S749695	0
GC_00004705	SFerroplasmacircular	0
GC_00004705	SMAG00006	0
GC_00004706	S12936484	0
GC_00004706	S259100318	1
GC_00004706	S259100328	0
GC_00004706	S259100333	0
GC_00004706	S259100335	0
GC_00004706	S259100337	0
GC_00004706	S259100341	0
GC_00004706	S25910037	0
GC_00004706	S25910039	0
GC_00004706	S33314612	0
GC_00004706	S749695	0
GC_00004706	SFerroplasmacircular	0
GC_00004706	SMAG00006	0
GC_00004707	S12936484	0
GC_00004707	S259100318	0
GC_00004707	S259100328	0
GC_00004707	S259100333	0
GC_00004707	S259100335	0
GC_00004707	S259100337	0
GC_00004707	S259100341	0
GC_00004707	S25910037	1
GC_00004707	S25910039	0
GC_00004707	S33314612	0
GC_00004707	S749695	0
GC_00004707	SFerroplasmacircular	0
GC_00004707	SMAG00006	0
GC_00004708	S12936484	0
GC_00004708	S259100318	0
GC_00004708	S259100328	0
GC_00004708	S259100333	1
GC_00004708	S259100335	0
GC_00004708	S259100337	0
GC_00004708	S259100341	0
GC_00004708	S25910037	0
GC_00004708	S25910039	0
GC_00004708	S33314612	0
GC_00004708	S749695	0
GC_00004708	SFerroplasmacircular	0
GC_00004708	SMAG00006	0
GC_00004709	S12936484	0
GC_00004709	S259100318	1
GC_00004709	S259100328	0
GC_00004709	S259100333	0
GC_00004709	S259100335	0
GC_00004709	S259100337	0
GC_00004709	S259100341	0
GC_00004709	S25910037	0
GC_00004709	S25910039	0
GC_00004709	S33314612	0
GC_00004709	S749695	0
GC_00004709	SFerroplasmacircular	0
GC_00004709	SMAG00006	0
GC_00004710	S12936484	1
GC_00004710	S259100318	0
GC_00004710	S259100328	0
GC_00004710	S259100333	0
GC_00004710	S259100335	0
GC_00004710	S259100337	0
GC_00004710	S259100341	0
GC_00004710	S25910037	0
GC_00004710	S25910039	0
GC_00004710	S33314612	0
GC_00004710	S749695	0
GC_00004710	SFerroplasmacircular	0
GC_00004710	SMAG00006	0
GC_00004711	S12936484	0
GC_00004711	S259100318	0
GC_00004711	S259100328	0
GC_00004711	S259100333	1
GC_00004711	S259100335	0
GC_00004711	S259100337	0
GC_00004711	S259100341	0
GC_00004711	S25910037	0
GC_00004711	S25910039	0
GC_00004711	S33314612	0
GC_00004711	S749695	0
GC_00004711	SFerroplasmacircular	0
GC_00004711	SMAG00006	0
GC_00004712	S12936484	0
GC_00004712	S259100318	0
GC_00004712	S259100328	0
GC_00004712	S259100333	0
GC_00004712	S259100335	0
GC_00004712	S259100337	0
GC_00004712	S259100341	0
GC_00004712	S25910037	0
GC_00004712	S25910039	0
GC_00004712	S33314612	0
GC_00004712	S749695	0
GC_00004712	SFerroplasmacircular	0
GC_00004712	SMAG00006	1
GC_00004713	S12936484	0
GC_00004713	S259100318	0
GC_00004713	S259100328	0
GC_00004713	S259100333	0
GC_00004713	S259100335	0
GC_00004713	S259100337	0
GC_00004713	S259100341	0
GC_00004713	S25910037	0
GC_00004713	S25910039	0
GC_00004713	S33314612	1
GC_00004713	S749695	0
GC_00004713	SFerroplasmacircular	0
GC_00004713	SMAG00006	0
GC_00004714	S12936484	0
GC_00004714	S259100318	1
GC_00004714	S259100328	0
GC_00004714	S259100333	0
GC_00004714	S259100335	0
GC_00004714	S259100337	0
GC_00004714	S259100341	0
GC_00004714	S25910037	0
GC_00004714	S25910039	0
GC_00004714	S33314612	0
GC_00004714	S749695	0
GC_00004714	SFerroplasmacircular	0
GC_00004714	SMAG00006	0
GC_00004715	S12936484	1
GC_00004715	S259100318	0
GC_00004715	S259100328	0
GC_00004715	S259100333	0
GC_00004715	S259100335	0
GC_00004715	S259100337	0
GC_00004715	S259100341	0
GC_00004715	S25910037	0
GC_00004715	S25910039	0
GC_00004715	S33314612	0
GC_00004715	S749695	0
GC_00004715	SFerroplasmacircular	0
GC_00004715	SMAG00006	0
GC_00004716	S12936484	0
GC_00004716	S259100318	1
GC_00004716	S259100328	0
GC_00004716	S259100333	0
GC_00004716	S259100335	0
GC_00004716	S259100337	0
GC_00004716	S259100341	0
GC_00004716	S25910037	0
GC_00004716	S25910039	0
GC_00004716	S33314612	0
GC_00004716	S749695	0
GC_00004716	SFerroplasmacircular	0
